relative_path,class_folder_raw,width,height,size_bytes,laplacian_var_blur,sharpness_flag,mean_brightness,std_contrast,decode_ok,corruption_status,has_exif
4. Helopeltis/helopeltis_00132.jpg,4. Helopeltis,1200,900,147923,38.533,blurry,175.43,27.664,True,ok,True
4. Helopeltis/helopeltis_00133.jpg,4. Helopeltis,1200,900,132738,41.677,blurry,189.583,24.396,True,ok,True
4. Helopeltis/helopeltis_00134.jpg,4. Helopeltis,1200,900,159507,49.728,blurry,160.483,41.522,True,ok,True
4. Helopeltis/helopeltis_00135.jpg,4. Helopeltis,1200,1594,232113,189.547,soft,185.622,53.309,True,ok,True
4. Helopeltis/helopeltis_00136.jpg,4. Helopeltis,1200,1594,234283,161.121,soft,184.756,51.322,True,ok,True
4. Helopeltis/helopeltis_00137.jpg,4. Helopeltis,1200,1594,256008,253.992,soft,151.773,67.613,True,ok,True
4. Helopeltis/helopeltis_00138.jpg,4. Helopeltis,1200,1594,258226,251.158,soft,150.821,67.556,True,ok,True
4. Helopeltis/helopeltis_00139.jpg,4. Helopeltis,1200,900,145068,92.328,blurry,175.707,25.536,True,ok,True
4. Helopeltis/helopeltis_00140.jpg,4. Helopeltis,1200,900,152757,79.678,blurry,173.965,22.186,True,ok,True
4. Helopeltis/helopeltis_00141.jpg,4. Helopeltis,1200,1594,231925,122.021,soft,191.823,47.241,True,ok,True
4. Helopeltis/helopeltis_00142.jpg,4. Helopeltis,1200,1594,237505,119.306,soft,194.724,45.6,True,ok,True
4. Helopeltis/helopeltis_00143.jpg,4. Helopeltis,1200,1594,165964,72.147,blurry,207.912,39.134,True,ok,True
4. Helopeltis/helopeltis_00144.jpg,4. Helopeltis,1200,1594,166604,69.155,blurry,206.33,38.154,True,ok,True
4. Helopeltis/helopeltis_00145.jpg,4. Helopeltis,1200,1600,265652,30.873,blurry,175.104,35.434,True,ok,True
4. Helopeltis/helopeltis_00146.jpg,4. Helopeltis,1200,900,133123,32.845,blurry,173.777,30.477,True,ok,True
4. Helopeltis/helopeltis_00147.jpg,4. Helopeltis,1200,900,132746,40.849,blurry,171.473,35.004,True,ok,True
4. Helopeltis/helopeltis_00148.jpg,4. Helopeltis,1200,900,125643,27.064,blurry,173.845,30.461,True,ok,True
4. Helopeltis/helopeltis_00149.jpg,4. Helopeltis,1200,1600,223096,87.068,blurry,199.766,36.472,True,ok,True
4. Helopeltis/helopeltis_00150.jpg,4. Helopeltis,1200,1600,218762,60.768,blurry,187.213,29.766,True,ok,True
4. Helopeltis/helopeltis_00151.jpg,4. Helopeltis,1200,1600,249222,66.381,blurry,185.593,29.873,True,ok,True
4. Helopeltis/helopeltis_00152.jpg,4. Helopeltis,1200,904,137277,64.855,blurry,182.687,33.371,True,ok,True
4. Helopeltis/helopeltis_00153.jpg,4. Helopeltis,1200,904,146031,58.24,blurry,188.26,27.102,True,ok,True
4. Helopeltis/helopeltis_00154.jpg,4. Helopeltis,1200,904,144336,68.085,blurry,185.035,32.489,True,ok,True
4. Helopeltis/helopeltis_00155.jpg,4. Helopeltis,1200,1600,293727,106.442,soft,201.197,35.281,True,ok,True
4. Helopeltis/helopeltis_00156.jpg,4. Helopeltis,1200,1600,283196,105.171,soft,201.282,35.352,True,ok,True
4. Helopeltis/helopeltis_00157.jpg,4. Helopeltis,1200,1600,311543,111.431,soft,201.381,31.065,True,ok,True
4. Helopeltis/helopeltis_00158.jpg,4. Helopeltis,1200,904,104877,89.828,blurry,179.037,34.636,True,ok,True
4. Helopeltis/helopeltis_00159.jpg,4. Helopeltis,1200,904,99669,66.388,blurry,182.768,26.853,True,ok,True
4. Helopeltis/helopeltis_00160.jpg,4. Helopeltis,1200,904,98518,80.119,blurry,181.854,27.745,True,ok,True
4. Helopeltis/helopeltis_00161.jpg,4. Helopeltis,1200,1600,260420,83.538,blurry,194.535,38.053,True,ok,True
4. Helopeltis/helopeltis_00162.jpg,4. Helopeltis,1200,1600,249861,92.734,blurry,195.149,38.739,True,ok,True
4. Helopeltis/helopeltis_00163.jpg,4. Helopeltis,1200,1600,277550,86.82,blurry,198.917,33.553,True,ok,True
4. Helopeltis/helopeltis_00164.jpg,4. Helopeltis,1200,1600,297395,92.38,blurry,195.261,39.635,True,ok,True
4. Helopeltis/helopeltis_00165.jpg,4. Helopeltis,1200,904,100429,60.094,blurry,186.13,25.695,True,ok,True
4. Helopeltis/helopeltis_00166.jpg,4. Helopeltis,1200,904,119584,155.333,soft,177.218,37.797,True,ok,True
4. Helopeltis/helopeltis_00167.jpg,4. Helopeltis,1200,904,115611,127.576,soft,181.395,28.059,True,ok,True
4. Helopeltis/helopeltis_00168.jpg,4. Helopeltis,1200,904,120380,105.316,soft,182.739,26.238,True,ok,True
4. Helopeltis/helopeltis_00169.jpg,4. Helopeltis,1200,904,90504,42.785,blurry,168.267,32.903,True,ok,True
4. Helopeltis/helopeltis_00170.jpg,4. Helopeltis,1200,1600,302823,112.063,soft,198.189,35.22,True,ok,True
4. Helopeltis/helopeltis_00171.jpg,4. Helopeltis,1200,1600,279193,116.406,soft,196.409,37.419,True,ok,True
4. Helopeltis/helopeltis_00172.jpg,4. Helopeltis,1200,1600,265933,58.266,blurry,195.309,23.994,True,ok,True
4. Helopeltis/helopeltis_00173.jpg,4. Helopeltis,1200,1600,275609,59.906,blurry,204.803,23.948,True,ok,True
4. Helopeltis/helopeltis_00174.jpg,4. Helopeltis,1200,904,111021,72.067,blurry,170.013,29.101,True,ok,True
4. Helopeltis/helopeltis_00175.jpg,4. Helopeltis,1200,904,125827,86.951,blurry,168.084,33.924,True,ok,True
4. Helopeltis/helopeltis_00176.jpg,4. Helopeltis,1200,904,123235,86.78,blurry,166.726,35.561,True,ok,True
4. Helopeltis/helopeltis_00177.jpg,4. Helopeltis,1200,904,101747,95.828,blurry,183.291,29.762,True,ok,True
4. Helopeltis/helopeltis_00178.jpg,4. Helopeltis,1200,904,104641,60.827,blurry,171.844,26.635,True,ok,True
4. Helopeltis/helopeltis_00179.jpg,4. Helopeltis,1200,904,105036,60.744,blurry,172.314,26.615,True,ok,True
4. Helopeltis/helopeltis_00180.jpg,4. Helopeltis,1200,904,97966,51.417,blurry,172.773,29.108,True,ok,True
4. Helopeltis/helopeltis_00181.jpg,4. Helopeltis,1200,904,102970,57.249,blurry,172.059,30.552,True,ok,True
4. Helopeltis/helopeltis_00182.jpg,4. Helopeltis,1200,904,91644,53.303,blurry,171.856,30.478,True,ok,True
4. Helopeltis/helopeltis_00183.jpg,4. Helopeltis,1200,904,125703,57.946,blurry,189.488,32.862,True,ok,True
4. Helopeltis/helopeltis_00184.jpg,4. Helopeltis,1200,904,125510,64.153,blurry,189.276,29.003,True,ok,True
4. Helopeltis/helopeltis_00185.jpg,4. Helopeltis,1200,1600,226836,37.594,blurry,166.693,22.582,True,ok,True
4. Helopeltis/helopeltis_00186.jpg,4. Helopeltis,1200,1600,241610,51.998,blurry,165.695,21.497,True,ok,True
4. Helopeltis/helopeltis_00187.jpg,4. Helopeltis,1200,904,106762,74.714,blurry,171.86,27.232,True,ok,True
4. Helopeltis/helopeltis_00188.jpg,4. Helopeltis,1200,904,131409,57.535,blurry,180.376,29.923,True,ok,True
4. Helopeltis/helopeltis_00189.jpg,4. Helopeltis,1200,904,139116,64.36,blurry,187.091,28.591,True,ok,True
4. Helopeltis/helopeltis_00190.jpg,4. Helopeltis,1200,904,124946,105.021,soft,182.839,34.278,True,ok,True
4. Helopeltis/helopeltis_00191.jpg,4. Helopeltis,1200,904,116885,63.149,blurry,178.96,21.8,True,ok,True
4. Helopeltis/helopeltis_00192.jpg,4. Helopeltis,1200,904,114741,58.217,blurry,175.743,19.015,True,ok,True
4. Helopeltis/helopeltis_00193.jpg,4. Helopeltis,1200,904,118907,72.036,blurry,176.379,17.066,True,ok,True
4. Helopeltis/helopeltis_00194.jpg,4. Helopeltis,1200,904,107814,74.565,blurry,176.528,24.045,True,ok,True
4. Helopeltis/helopeltis_00195.jpg,4. Helopeltis,1200,904,93060,56.73,blurry,176.034,30.622,True,ok,True
4. Helopeltis/helopeltis_00196.jpg,4. Helopeltis,1200,904,134450,78.786,blurry,199.157,29.83,True,ok,True
4. Helopeltis/helopeltis_00197.jpg,4. Helopeltis,1200,904,96979,84.32,blurry,213.581,36.492,True,ok,True
4. Helopeltis/helopeltis_00198.jpg,4. Helopeltis,1200,904,102275,63.304,blurry,170.485,37.705,True,ok,True
4. Helopeltis/helopeltis_00199.jpg,4. Helopeltis,1200,1600,268430,86.459,blurry,179.952,39.187,True,ok,True
4. Helopeltis/helopeltis_00200.jpg,4. Helopeltis,1200,1600,290933,115.528,soft,180.704,48.82,True,ok,True
4. Helopeltis/helopeltis_00201.jpg,4. Helopeltis,1200,1600,275026,81.074,blurry,172.434,39.743,True,ok,True
4. Helopeltis/helopeltis_00202.jpg,4. Helopeltis,1200,900,163600,117.328,soft,178.296,39.303,True,ok,True
4. Helopeltis/helopeltis_00203.jpg,4. Helopeltis,1200,1600,288925,120.784,soft,172.653,40.224,True,ok,True
4. Helopeltis/helopeltis_00204.jpg,4. Helopeltis,1200,900,157993,56.577,blurry,171.506,36.631,True,ok,True
4. Helopeltis/helopeltis_00205.jpg,4. Helopeltis,1200,1600,281599,64.563,blurry,170.126,43.913,True,ok,True
4. Helopeltis/helopeltis_00206.jpg,4. Helopeltis,1200,900,158775,87.802,blurry,172.317,33.818,True,ok,True
4. Helopeltis/helopeltis_00207.jpg,4. Helopeltis,1200,904,114935,78.943,blurry,182.773,24.873,True,ok,True
4. Helopeltis/helopeltis_00208.jpg,4. Helopeltis,1200,900,156063,92.66,blurry,174.364,34.723,True,ok,True
4. Helopeltis/helopeltis_00209.jpg,4. Helopeltis,1200,900,166619,102.198,soft,169.364,40.073,True,ok,True
4. Helopeltis/helopeltis_00210.jpg,4. Helopeltis,1200,904,114334,77.79,blurry,175.161,31.829,True,ok,True
4. Helopeltis/helopeltis_00211.jpg,4. Helopeltis,1200,904,112323,75.628,blurry,175.296,31.63,True,ok,True
4. Helopeltis/helopeltis_00212.jpg,4. Helopeltis,1200,904,152643,139.351,soft,194.216,39.841,True,ok,True
4. Helopeltis/helopeltis_00213.jpg,4. Helopeltis,1200,904,152966,129.04,soft,190.295,30.252,True,ok,True
4. Helopeltis/helopeltis_00214.jpg,4. Helopeltis,1200,900,161022,89.357,blurry,168.868,49.951,True,ok,True
4. Helopeltis/helopeltis_00215.jpg,4. Helopeltis,1200,904,153267,134.354,soft,188.286,32.23,True,ok,True
4. Helopeltis/helopeltis_00216.jpg,4. Helopeltis,1200,900,177787,101.305,soft,169.603,52.824,True,ok,True
4. Helopeltis/helopeltis_00217.jpg,4. Helopeltis,1200,900,185163,109.54,soft,172.743,60.524,True,ok,True
4. Helopeltis/helopeltis_00218.jpg,4. Helopeltis,1200,1600,280190,88.078,blurry,177.534,43.297,True,ok,True
4. Helopeltis/helopeltis_00219.jpg,4. Helopeltis,1200,900,151388,78.493,blurry,170.121,41.93,True,ok,True
4. Helopeltis/helopeltis_00220.jpg,4. Helopeltis,1200,900,158738,89.85,blurry,171.347,38.522,True,ok,True
4. Helopeltis/helopeltis_00221.jpg,4. Helopeltis,1200,904,125368,94.822,blurry,173.386,22.888,True,ok,True
4. Helopeltis/helopeltis_00222.jpg,4. Helopeltis,1200,904,123358,99.147,blurry,183.043,22.74,True,ok,True
4. Helopeltis/helopeltis_00223.jpg,4. Helopeltis,1200,900,145537,75.149,blurry,180.156,40.913,True,ok,True
4. Helopeltis/helopeltis_00224.jpg,4. Helopeltis,1200,1600,253858,73.63,blurry,171.513,44.457,True,ok,True
4. Helopeltis/helopeltis_00225.jpg,4. Helopeltis,1200,900,173214,94.406,blurry,179.228,39.395,True,ok,True
4. Helopeltis/helopeltis_00226.jpg,4. Helopeltis,1200,900,164959,99.929,blurry,174.209,40.92,True,ok,True
4. Helopeltis/helopeltis_00227.jpg,4. Helopeltis,1200,900,165394,90.635,blurry,171.276,41.917,True,ok,True
4. Helopeltis/helopeltis_00228.jpg,4. Helopeltis,1200,904,122552,121.664,soft,207.032,34.276,True,ok,True
4. Helopeltis/helopeltis_00229.jpg,4. Helopeltis,1200,904,116299,113.603,soft,205.34,37.609,True,ok,True
4. Helopeltis/helopeltis_00230.jpg,4. Helopeltis,1200,904,109472,129.209,soft,210.136,36.92,True,ok,True
4. Helopeltis/helopeltis_00231.jpg,4. Helopeltis,1200,904,169201,86.877,blurry,186.763,34.937,True,ok,True
4. Helopeltis/helopeltis_00232.jpg,4. Helopeltis,1200,904,115937,81.503,blurry,184.623,27.773,True,ok,True
4. Helopeltis/helopeltis_00233.jpg,4. Helopeltis,1200,904,122187,83.148,blurry,185.025,27.253,True,ok,True
4. Helopeltis/helopeltis_00234.jpg,4. Helopeltis,1200,900,152427,68.021,blurry,170.575,39.905,True,ok,True
4. Helopeltis/helopeltis_00235.jpg,4. Helopeltis,1200,1600,263582,69.62,blurry,173.093,42.131,True,ok,True
4. Helopeltis/helopeltis_00236.jpg,4. Helopeltis,1200,1600,260721,61.582,blurry,180.139,40.037,True,ok,True
4. Helopeltis/helopeltis_00237.jpg,4. Helopeltis,1200,900,156377,71.516,blurry,172.051,33.428,True,ok,True
4. Helopeltis/helopeltis_00238.jpg,4. Helopeltis,1200,900,150751,74.235,blurry,170.132,35.712,True,ok,True
4. Helopeltis/helopeltis_00239.jpg,4. Helopeltis,1200,900,152259,81.98,blurry,172.325,37.971,True,ok,True
4. Helopeltis/helopeltis_00240.jpg,4. Helopeltis,1200,904,112084,54.29,blurry,174.613,22.597,True,ok,True
4. Helopeltis/helopeltis_00241.jpg,4. Helopeltis,1200,904,120277,72.429,blurry,175.031,19.716,True,ok,True
4. Helopeltis/helopeltis_00242.jpg,4. Helopeltis,1200,904,142511,63.465,blurry,180.532,22.946,True,ok,True
4. Helopeltis/helopeltis_00243.jpg,4. Helopeltis,1200,904,99779,60.367,blurry,176.283,22.89,True,ok,True
4. Helopeltis/helopeltis_00244.jpg,4. Helopeltis,1200,904,109531,82.042,blurry,188.509,24.148,True,ok,True
4. Helopeltis/helopeltis_00245.jpg,4. Helopeltis,1200,904,114708,98.472,blurry,189.112,24.153,True,ok,True
4. Helopeltis/helopeltis_00246.jpg,4. Helopeltis,1200,904,121398,75.54,blurry,189.957,23.283,True,ok,True
4. Helopeltis/helopeltis_00247.jpg,4. Helopeltis,1200,904,119563,75.172,blurry,192.547,22.711,True,ok,True
4. Helopeltis/helopeltis_00248.jpg,4. Helopeltis,1200,904,115793,56.631,blurry,188.083,18.977,True,ok,True
4. Helopeltis/helopeltis_00249.jpg,4. Helopeltis,1200,904,95699,48.25,blurry,187.495,22.541,True,ok,True
4. Helopeltis/helopeltis_00250.jpg,4. Helopeltis,1200,904,111912,61.886,blurry,187.226,23.879,True,ok,True
4. Helopeltis/helopeltis_00251.jpg,4. Helopeltis,1200,904,113167,55.081,blurry,186.589,24.319,True,ok,True
4. Helopeltis/helopeltis_00252.jpg,4. Helopeltis,1200,904,115537,99.089,blurry,187.285,30.924,True,ok,True
4. Helopeltis/helopeltis_00253.jpg,4. Helopeltis,1200,904,116840,92.023,blurry,174.608,22.824,True,ok,True
4. Helopeltis/helopeltis_00254.jpg,4. Helopeltis,1200,904,115164,90.973,blurry,177.618,23.171,True,ok,True
4. Helopeltis/helopeltis_00255.jpg,4. Helopeltis,1200,904,133203,89.097,blurry,192.118,21.55,True,ok,True
4. Helopeltis/helopeltis_00256.jpg,4. Helopeltis,1200,904,128758,79.214,blurry,189.15,30.044,True,ok,True
4. Helopeltis/helopeltis_00257.jpg,4. Helopeltis,1200,904,128080,75.586,blurry,193.468,22.748,True,ok,True
4. Helopeltis/helopeltis_00258.jpg,4. Helopeltis,1200,904,140000,86.77,blurry,192.648,31.036,True,ok,True
4. Helopeltis/helopeltis_00259.jpg,4. Helopeltis,1200,904,157542,105.033,soft,190.168,42.335,True,ok,True
4. Helopeltis/helopeltis_00260.jpg,4. Helopeltis,1200,904,154562,102.432,soft,193.107,37.359,True,ok,True
4. Helopeltis/helopeltis_00261.jpg,4. Helopeltis,1200,904,116581,78.631,blurry,173.753,27.912,True,ok,True
4. Helopeltis/helopeltis_00262.jpg,4. Helopeltis,1200,1600,285333,59.056,blurry,202.29,30.508,True,ok,True
4. Helopeltis/helopeltis_00263.jpg,4. Helopeltis,1200,1600,248946,89.198,blurry,202.672,28.995,True,ok,True
4. Helopeltis/helopeltis_00264.jpg,4. Helopeltis,1200,1600,348493,91.13,blurry,203.131,28.342,True,ok,True
4. Helopeltis/helopeltis_00265.jpg,4. Helopeltis,1200,904,192960,109.707,soft,194.368,32.442,True,ok,True
4. Helopeltis/helopeltis_00266.jpg,4. Helopeltis,1200,904,119605,105.177,soft,193.859,25.809,True,ok,True
4. Helopeltis/helopeltis_00267.jpg,4. Helopeltis,1200,904,120527,88.908,blurry,187.941,25.2,True,ok,True
4. Helopeltis/helopeltis_00268.jpg,4. Helopeltis,1200,904,96404,107.43,soft,207.115,31.349,True,ok,True
4. Helopeltis/helopeltis_00269.jpg,4. Helopeltis,1200,904,177773,110.268,soft,190.156,35.335,True,ok,True
4. Helopeltis/helopeltis_00270.jpg,4. Helopeltis,1200,904,178430,104.428,soft,196.577,30.839,True,ok,True
4. Helopeltis/helopeltis_00271.jpg,4. Helopeltis,1200,904,187084,138.447,soft,186.517,35.543,True,ok,True
4. Helopeltis/helopeltis_00272.jpg,4. Helopeltis,1200,904,160453,97.989,blurry,199.953,32.972,True,ok,True
4. Helopeltis/helopeltis_00273.jpg,4. Helopeltis,1200,904,109151,97.481,blurry,187.087,26.526,True,ok,True
4. Helopeltis/helopeltis_00274.jpg,4. Helopeltis,1200,904,137175,96.459,blurry,172.51,27.044,True,ok,True
4. Helopeltis/helopeltis_00275.jpg,4. Helopeltis,1200,904,119606,118.18,soft,202.849,27.843,True,ok,True
4. Helopeltis/helopeltis_00276.jpg,4. Helopeltis,1200,1594,200069,85.807,blurry,176.217,21.937,True,ok,True
4. Helopeltis/helopeltis_00277.jpg,4. Helopeltis,1200,904,145578,94.56,blurry,196.181,31.395,True,ok,True
4. Helopeltis/helopeltis_00278.jpg,4. Helopeltis,1200,900,182603,126.429,soft,171.077,51.106,True,ok,True
4. Helopeltis/helopeltis_00279.jpg,4. Helopeltis,1200,904,188478,124.75,soft,194.85,28.297,True,ok,True
4. Helopeltis/helopeltis_00280.jpg,4. Helopeltis,1200,1600,301070,113.123,soft,170.495,55.519,True,ok,True
4. Helopeltis/helopeltis_00281.jpg,4. Helopeltis,1200,904,183824,94.742,blurry,191.503,30.551,True,ok,True
4. Helopeltis/helopeltis_00282.jpg,4. Helopeltis,1200,900,164015,107.638,soft,180.835,40.753,True,ok,True
4. Helopeltis/helopeltis_00283.jpg,4. Helopeltis,1200,904,182023,90.684,blurry,192.885,31.496,True,ok,True
4. Helopeltis/helopeltis_00284.jpg,4. Helopeltis,1200,900,163059,109.008,soft,173.481,45.564,True,ok,True
4. Helopeltis/helopeltis_00285.jpg,4. Helopeltis,1200,904,122560,85.333,blurry,170.655,28.425,True,ok,True
4. Helopeltis/helopeltis_00286.jpg,4. Helopeltis,1200,900,163272,121.401,soft,172.621,46.251,True,ok,True
4. Helopeltis/helopeltis_00287.jpg,4. Helopeltis,1200,904,131192,92.449,blurry,193.182,25.245,True,ok,True
4. Helopeltis/helopeltis_00288.jpg,4. Helopeltis,1200,1594,272579,140.221,soft,191.806,32.201,True,ok,True
4. Helopeltis/helopeltis_00289.jpg,4. Helopeltis,1200,904,186651,102.132,soft,193.605,32.481,True,ok,True
4. Helopeltis/helopeltis_00290.jpg,4. Helopeltis,1200,904,119804,93.454,blurry,175.973,28.126,True,ok,True
4. Helopeltis/helopeltis_00291.jpg,4. Helopeltis,1200,904,129682,94.655,blurry,176.092,28.228,True,ok,True
4. Helopeltis/helopeltis_00292.jpg,4. Helopeltis,1200,1594,238198,109.363,soft,189.192,29.99,True,ok,True
4. Helopeltis/helopeltis_00293.jpg,4. Helopeltis,1200,904,165652,106.468,soft,191.053,29.892,True,ok,True
4. Helopeltis/helopeltis_00294.jpg,4. Helopeltis,1200,904,146266,98.176,blurry,193.556,26.89,True,ok,True
4. Helopeltis/helopeltis_00295.jpg,4. Helopeltis,1200,1594,194942,77.426,blurry,174.993,26.613,True,ok,True
4. Helopeltis/helopeltis_00296.jpg,4. Helopeltis,1200,1594,222795,86.031,blurry,168.193,32.702,True,ok,True
4. Helopeltis/helopeltis_00297.jpg,4. Helopeltis,1200,1600,283622,61.034,blurry,201.735,29.839,True,ok,True
4. Helopeltis/helopeltis_00298.jpg,4. Helopeltis,1200,1600,319591,66.671,blurry,200.749,31.458,True,ok,True
4. Helopeltis/helopeltis_00299.jpg,4. Helopeltis,1200,1600,276111,86.017,blurry,203.006,28.223,True,ok,True
4. Helopeltis/helopeltis_00300.jpg,4. Helopeltis,1200,1600,275839,103.32,soft,205.558,27.966,True,ok,True
4. Helopeltis/helopeltis_00301.jpg,4. Helopeltis,1200,1600,246699,46.734,blurry,172.644,32.712,True,ok,True
4. Helopeltis/helopeltis_00302.jpg,4. Helopeltis,1200,900,134494,46.066,blurry,169.461,32.958,True,ok,True
4. Helopeltis/helopeltis_00303.jpg,4. Helopeltis,1200,900,130670,44.479,blurry,173.886,30.054,True,ok,True
4. Helopeltis/helopeltis_00304.jpg,4. Helopeltis,1200,900,148390,55.91,blurry,176.932,28.658,True,ok,True
4. Helopeltis/helopeltis_00305.jpg,4. Helopeltis,1200,1600,279807,59.952,blurry,176.225,30.462,True,ok,True
4. Helopeltis/helopeltis_00306.jpg,4. Helopeltis,1200,1600,268955,63.223,blurry,175.707,31.536,True,ok,True
4. Helopeltis/helopeltis_00307.jpg,4. Helopeltis,1200,904,122590,99.106,blurry,190.621,23.934,True,ok,True
4. Helopeltis/helopeltis_00308.jpg,4. Helopeltis,1200,904,160597,96.103,blurry,198.42,28.46,True,ok,True
4. Helopeltis/helopeltis_00309.jpg,4. Helopeltis,1200,904,118089,77.21,blurry,179.545,24.563,True,ok,True
4. Helopeltis/helopeltis_00310.jpg,4. Helopeltis,1200,904,122652,84.783,blurry,172.109,23.947,True,ok,True
4. Helopeltis/helopeltis_00311.jpg,4. Helopeltis,1200,904,154859,125.428,soft,193.922,31.309,True,ok,True
4. Helopeltis/helopeltis_00312.jpg,4. Helopeltis,1200,904,120231,69.318,blurry,173.995,25.356,True,ok,True
4. Helopeltis/helopeltis_00313.jpg,4. Helopeltis,1200,904,125888,132.157,soft,204.175,35.848,True,ok,True
4. Helopeltis/helopeltis_00314.jpg,4. Helopeltis,1200,904,138301,108.36,soft,204.167,32.766,True,ok,True
4. Helopeltis/helopeltis_00315.jpg,4. Helopeltis,1200,1600,325283,32.195,blurry,193.674,32.091,True,ok,True
4. Helopeltis/helopeltis_00316.jpg,4. Helopeltis,1200,1600,312605,31.439,blurry,191.683,29.371,True,ok,True
4. Helopeltis/helopeltis_00317.jpg,4. Helopeltis,1200,1600,300119,32.587,blurry,190.909,28.413,True,ok,True
4. Helopeltis/helopeltis_00318.jpg,4. Helopeltis,1200,1600,271122,47.068,blurry,180.973,25.352,True,ok,True
4. Helopeltis/helopeltis_00319.jpg,4. Helopeltis,1200,1600,256733,41.846,blurry,186.21,20.789,True,ok,True
4. Helopeltis/helopeltis_00320.jpg,4. Helopeltis,1200,1600,281277,40.018,blurry,182.473,33.732,True,ok,True
4. Helopeltis/helopeltis_00321.jpg,4. Helopeltis,1200,1600,281329,35.509,blurry,178.588,34.089,True,ok,True
4. Helopeltis/helopeltis_00322.jpg,4. Helopeltis,1200,900,151068,33.745,blurry,182.225,24.024,True,ok,True
4. Helopeltis/helopeltis_00323.jpg,4. Helopeltis,1200,1600,276225,34.807,blurry,180.376,23.82,True,ok,True
4. Helopeltis/helopeltis_00324.jpg,4. Helopeltis,1200,1600,256262,23.106,blurry,177.978,32.171,True,ok,True
4. Helopeltis/helopeltis_00325.jpg,4. Helopeltis,1200,1600,262164,23.929,blurry,180.978,25.138,True,ok,True
4. Helopeltis/helopeltis_00326.jpg,4. Helopeltis,1200,1600,308001,78.539,blurry,174.232,47.46,True,ok,True
4. Helopeltis/helopeltis_00327.jpg,4. Helopeltis,1200,1600,312538,69.906,blurry,173.071,34.031,True,ok,True
4. Helopeltis/helopeltis_00328.jpg,4. Helopeltis,1200,1600,284229,45.85,blurry,178.827,34.317,True,ok,True
4. Helopeltis/helopeltis_00329.jpg,4. Helopeltis,1200,1600,237549,38.983,blurry,182.406,28.972,True,ok,True
4. Helopeltis/helopeltis_00330.jpg,4. Helopeltis,1200,1600,294826,36.452,blurry,195.337,32.751,True,ok,True
4. Helopeltis/helopeltis_00331.jpg,4. Helopeltis,1200,1600,301718,45.295,blurry,195.206,28.675,True,ok,True
4. Helopeltis/helopeltis_00332.jpg,4. Helopeltis,1200,1600,314544,37.068,blurry,189.829,28.451,True,ok,True
4. Helopeltis/helopeltis_00333.jpg,4. Helopeltis,1200,1600,346833,65.986,blurry,192.297,41.847,True,ok,True
4. Helopeltis/helopeltis_00334.jpg,4. Helopeltis,1200,1600,352165,79.853,blurry,193.28,32.545,True,ok,True
4. Helopeltis/helopeltis_00335.jpg,4. Helopeltis,1200,1600,300610,83.237,blurry,194.969,29.76,True,ok,True
4. Helopeltis/helopeltis_00336.jpg,4. Helopeltis,1200,1600,320145,38.64,blurry,197.898,36.926,True,ok,True
4. Helopeltis/helopeltis_00337.jpg,4. Helopeltis,1200,1600,265579,36.042,blurry,189.336,36.111,True,ok,True
4. Helopeltis/helopeltis_00338.jpg,4. Helopeltis,1200,1600,282478,33.055,blurry,195.51,31.724,True,ok,True
4. Helopeltis/helopeltis_00339.jpg,4. Helopeltis,1200,1600,306966,42.014,blurry,179.822,29.13,True,ok,True
4. Helopeltis/helopeltis_00340.jpg,4. Helopeltis,1200,1600,329127,39.992,blurry,174.357,28.3,True,ok,True
4. Helopeltis/helopeltis_00341.jpg,4. Helopeltis,1200,1600,314247,43.193,blurry,167.727,40.186,True,ok,True
4. Helopeltis/helopeltis_00342.jpg,4. Helopeltis,1200,1600,267002,39.6,blurry,169.608,39.604,True,ok,True
4. Helopeltis/helopeltis_00343.jpg,4. Helopeltis,1200,1600,265125,39.675,blurry,168.428,41.7,True,ok,True
4. Helopeltis/helopeltis_00344.jpg,4. Helopeltis,1200,1600,272980,40.474,blurry,175.384,24.755,True,ok,True
4. Helopeltis/helopeltis_00345.jpg,4. Helopeltis,1200,1600,310460,45.694,blurry,174.145,36.413,True,ok,True
4. Helopeltis/helopeltis_00346.jpg,4. Helopeltis,1200,1600,303714,33.934,blurry,169.801,30.073,True,ok,True
4. Helopeltis/helopeltis_00347.jpg,4. Helopeltis,1200,1600,275622,35.112,blurry,174.619,24.572,True,ok,True
4. Helopeltis/helopeltis_00348.jpg,4. Helopeltis,1200,1600,286021,36.114,blurry,172.284,26.18,True,ok,True
4. Helopeltis/helopeltis_00349.jpg,4. Helopeltis,1200,1600,317139,48.167,blurry,172.221,34.187,True,ok,True
4. Helopeltis/helopeltis_00350.jpg,4. Helopeltis,1200,1600,244583,70.925,blurry,170.486,40.317,True,ok,True
4. Helopeltis/helopeltis_00351.jpg,4. Helopeltis,1200,1600,257580,102.841,soft,169.292,45.888,True,ok,True
4. Helopeltis/helopeltis_00352.jpg,4. Helopeltis,1200,1600,254561,93.0,blurry,169.211,37.882,True,ok,True
4. Helopeltis/helopeltis_00353.jpg,4. Helopeltis,1200,1600,249348,79.016,blurry,174.413,33.975,True,ok,True
4. Helopeltis/helopeltis_00354.jpg,4. Helopeltis,1200,1600,259193,118.435,soft,176.817,39.906,True,ok,True
4. Helopeltis/helopeltis_00355.jpg,4. Helopeltis,1200,1600,248849,69.336,blurry,194.013,33.847,True,ok,True
